company name,industry33,stock market,stock number
保土谷化学工業,化学,東証プライム,4218
田岡化学工業,化学,東証スタンダード,4220
日本触媒,化学,東証プライム,4221
本州化学工業,化学,東証2部,4222
大日精化工業,化学,東証プライム,4224
川崎化成工業,化学,東証2部,4228
カネカ,化学,東証プライム,4229
日本ピグメント,化学,東証スタンダード,4231
スガイ化学工業,化学,東証スタンダード,4233
大阪油化工業,化学,東証スタンダード,4234
三和油化工業,化学,東証スタンダード,4235
三菱ガス化学,化学,東証プライム,4237
三井化学,化学,東証プライム,4238
ＪＳＲ,化学,東証プライム,4239
東京応化工業,化学,東証プライム,4240
大阪有機化学工業,化学,東証プライム,4241
三菱ケミカルグループ,化学,東証プライム,4242
ＫＨネオケム,化学,東証プライム,4243
日本合成化学工業,化学,東証1部,4244
ダイセル,化学,東証プライム,4245
住友ベークライト,化学,東証プライム,4246
積水化学工業,化学,東証プライム,4247
日本ゼオン,化学,東証プライム,4248
アイカ工業,化学,東証プライム,4249
ＵＢＥ,化学,東証プライム,4250
積水樹脂,化学,東証プライム,4251
三菱樹脂,化学,東証1部,4271
タキロンシーアイ,化学,東証プライム,4272
旭有機材,化学,東証プライム,4274
日立化成,化学,東証1部,4275
ニチバン,化学,東証プライム,4360
リケンテクノス,化学,東証プライム,4361
大倉工業,化学,東証プライム,4362
児玉化学工業,化学,東証スタンダード,4364
ロンシール工業,化学,東証スタンダード,4365
積水化成品工業,化学,東証プライム,4366
群栄化学工業,化学,東証プライム,4367
タイガースポリマー,化学,東証スタンダード,4368
プリヴェ企業再生グループ,化学,ジ証,4369
サンエー化研,化学,東証スタンダード,4401
ウルトラファブリックス・ホールディングス,化学,東証スタンダード,4403
フジプレアム,化学,東証スタンダード,4406
ミライアル,化学,東証スタンダード,4409
ポラテクノ,化学,東証JASDAQ（スタンダード）,4410
クラスターテクノロジー,化学,東証グロース,4452
アテクト,化学,東証スタンダード,4461
タカギセイコー,化学,東証スタンダード,4462
ニックス,化学,東証スタンダード,4463
東山フイルム,化学,ジ証,4464
ダイキアクシス,化学,東証プライム,4465
ダイキョーニシカワ,化学,東証プライム,4471
ポバール興業,化学,東証スタンダード,4531
竹本容器,化学,東証プライム,4611
森六ホールディングス,化学,東証プライム,4612
フロンティア,化学,福証Q-Board,4613
恵和,化学,東証プライム,4614
日本カーリット,化学,東証1部,4615
日本化薬,化学,東証プライム,4616
細谷火工,化学,東証スタンダード,4617
カーリットホールディングス,化学,東証プライム,4619
マナック・ケミカル・パートナーズ,化学,東証スタンダード,4620
川口化学工業,化学,東証スタンダード,4621
日本精化,化学,東証プライム,4622
マナック,化学,東証2部,4623
松本油脂製薬,化学,東証スタンダード,4624
ダイトーケミックス,化学,東証スタンダード,4625
広栄化学,化学,東証スタンダード,4626
扶桑化学工業,化学,東証プライム,4627
トリケミカル研究所,化学,東証プライム,4628
ＡＤＥＫＡ,化学,東証プライム,4629
日油,化学,東証プライム,4631
新日本理化,化学,東証スタンダード,4633
東邦化学工業,化学,東証スタンダード,4634
ハリマ化成グループ,化学,東証プライム,4635
花王,化学,東証プライム,4636
第一工業製薬,化学,東証プライム,4850
石原ケミカル,化学,東証プライム,4863
日華化学,化学,東証プライム,4901
ソフト９９コーポレーション,化学,東証スタンダード,4911
ニイタカ,化学,東証プライム,4912
三洋化成工業,化学,東証プライム,4913
有機合成薬品工業,化学,東証スタンダード,4914
大日本塗料,化学,東証プライム,4915
日本ペイントホールディングス,化学,東証プライム,4916
関西ペイント,化学,東証プライム,4917
トウペ,化学,東証1部,4918
神東塗料,化学,東証スタンダード,4919
川上塗料,化学,東証スタンダード,4920
中国塗料,化学,東証プライム,4921
日本特殊塗料,化学,東証プライム,4922
藤倉化成,化学,東証プライム,4923
ロックペイント,化学,東証スタンダード,4924
ユニオンペイント,化学,ジ証,4925
アサヒペン,化学,東証スタンダード,4926
イサム塗料,化学,東証スタンダード,4927
アトミクス,化学,東証スタンダード,4928
太陽ホールディングス,化学,東証プライム,4929
ナトコ,化学,東証スタンダード,4930
エスケー化研,化学,東証スタンダード,4931
大伸化学,化学,東証スタンダード,4932
ＤＩＣ,化学,東証プライム,4933
サカタインクス,化学,東証プライム,4934
東洋インキＳＣホールディングス,化学,東証プライム,4935
東京インキ,化学,東証スタンダード,4936
Ｔ＆Ｋ　ＴＯＫＡ,化学,東証プライム,4937
ザ・ダウ・ケミカル・カンパニー,化学,東証1部,4951
バイエル・アクツィーエンゲゼルシャフト,化学,東証マザーズ,4952
富士フイルムホールディングス,化学,東証プライム,4953
資生堂,化学,東証プライム,4954
ライオン,化学,東証プライム,4955
サンスター,化学,大証,4956
高砂香料工業,化学,東証プライム,4957
エイボン・プロダクツ,化学,ジ証,4958
ノエビア,化学,東証2部,4960
マンダム,化学,東証プライム,4961
アイビー化粧品,化学,東証スタンダード,4962
ミルボン,化学,東証プライム,4963
日本色材工業研究所,化学,東証スタンダード,4965
ファンケル,化学,東証プライム,4966
コーセー,化学,東証プライム,4967
コタ,化学,東証プライム,4968
シーズ・ホールディングス,化学,東証1部,4970
ハーバー研究所,化学,東証スタンダード,4971
シーボン,化学,東証スタンダード,4972
ポーラ・オルビスホールディングス,化学,東証プライム,4973
ノエビアホールディングス,化学,東証プライム,4974
アジュバンホールディングス,化学,東証プライム,4975
グラフィコ,化学,東証スタンダード,4976
新日本製薬,化学,東証プライム,4977
アルマード,化学,東証スタンダード,4978
Ｉ－ｎｅ,化学,東証グロース,4979
プレミアアンチエイジング,化学,東証グロース,4980
リベルタ,化学,東証スタンダード,4985
アクシージア,化学,東証グロース,4987
Ｗａｑｏｏ,化学,東証グロース,4989
エステー,化学,東証プライム,4990
エス・ディー・エス　バイオテック,化学,東証2部,4992
タイホーコーザイ,化学,ジ証,4994
マークテック,化学,ジ証,4995
アグロ　カネショウ,化学,東証プライム,4996
コニシ,化学,東証プライム,4997
ヤスハラケミカル,化学,東証スタンダード,4998
長谷川香料,化学,東証プライム,4999
ケミプロ化成,化学,東証スタンダード,5142
日油技研工業,化学,ジ証,5208
互応化学工業,化学,東証スタンダード,6776
星光ＰＭＣ,化学,東証プライム,6988
曽田香料,化学,東証JASDAQ（スタンダード）,7858
上村工業,化学,東証スタンダード,7871
小林製薬,化学,東証プライム,7874
荒川化学工業,化学,東証プライム,7877
東洋合成工業,化学,東証スタンダード,7880
メック,化学,東証プライム,7882
綜研化学,化学,東証スタンダード,7886
日本高純度化学,化学,東証プライム,7888
タカラバイオ,化学,東証プライム,7890
ＪＣＵ,化学,東証プライム,7891
東洋ドライルーブ,化学,東証スタンダード,7894
新田ゼラチン,化学,東証プライム,7895
リプロセル,化学,東証グロース,7899
ＯＡＴアグリオ,化学,東証プライム,7908
デクセリアルズ,化学,東証プライム,7909
アース製薬,化学,東証プライム,7917
寺岡製作所,化学,東証スタンダード,7925
イハラケミカル工業,化学,東証1部,7927
昭和化学工業,化学,東証スタンダード,7928
北興化学工業,化学,東証スタンダード,7929
大成ラミック,化学,東証スタンダード,7931
サンケイ化学,化学,福証普通,7940
クミアイ化学工業,化学,東証プライム,7942
日本農薬,化学,東証プライム,7947
フマキラー,化学,東証スタンダード,7950
セメダイン,化学,東証スタンダード,7958
アキレス,化学,東証プライム,7970
有沢製作所,化学,東証プライム,7971
天昇電気工業,化学,東証スタンダード,7988
日東電工,化学,東証プライム,7995
小野産業,化学,東証,8042
フクビ化学工業,化学,東証スタンダード,8113
レック,化学,東証プライム,9385
永大化工,化学,東証スタンダード,9845
南部化成,化学,ジ証,2160
アロン化成,化学,東証1部,4151
ヤマト・インダストリー,化学,東証スタンダード,4502
三光合成,化学,東証プライム,4503
アテナ工業,化学,ジ証,4506
日本ユピカ,化学,東証JASDAQ（スタンダード）,4507
丸東産業,化学,福証普通,4508
中央化学,化学,東証スタンダード,4512
ＭＩＣＳ化学,化学,東証スタンダード,4514
ＫＩＭＯＴＯ,化学,東証スタンダード,4516
